date,board,type,name,status
2011-08-25 19:00:00,Board of Aldermen,Regular Meeting,Bruce M. Desmond,Present
2011-08-25 19:00:00,Board of Aldermen,Regular Meeting,Dennis M. Sullivan,Present
2011-08-25 19:00:00,Board of Aldermen,Regular Meeting,William A. White Jr.,Present
2011-08-25 19:00:00,Board of Aldermen,Regular Meeting,William M. Roche,Present
2011-08-25 19:00:00,Board of Aldermen,Regular Meeting,Maryann M. Heuston,Present
2011-08-25 19:00:00,Board of Aldermen,Regular Meeting,Thomas F. Taylor,Absent
2011-08-25 19:00:00,Board of Aldermen,Regular Meeting,Walter F. Pero,Present
2011-08-25 19:00:00,Board of Aldermen,Regular Meeting,Sean T. O'Donovan,Present
2011-08-25 19:00:00,Board of Aldermen,Regular Meeting,Rebekah Gewirtz,Present
2011-08-25 19:00:00,Board of Aldermen,Regular Meeting,Robert C. Trane,Present
2011-09-06 18:00:00,Legislative Matters Committee,Committee Meeting,Thomas F. Taylor,Absent
2011-09-06 18:00:00,Legislative Matters Committee,Committee Meeting,William A. White Jr.,Present
2011-09-06 18:00:00,Legislative Matters Committee,Committee Meeting,Bruce M. Desmond,Present
2011-09-06 18:00:00,Legislative Matters Committee,Committee Meeting,John M Connolly,Present
2011-09-06 18:00:00,Legislative Matters Committee,Committee Meeting,Rebekah Gewirtz,Present
2011-09-06 18:00:00,Legislative Matters Committee,Committee Meeting,Omar Boukili,Present
2011-09-06 18:00:00,Legislative Matters Committee,Committee Meeting,Thomas Pasquarello,Present
2011-09-06 18:00:00,Legislative Matters Committee,Committee Meeting,Frank Wright,Present
2011-09-06 18:00:00,Legislative Matters Committee,Committee Meeting,Robert May,Present
2011-09-06 18:00:00,Legislative Matters Committee,Committee Meeting,Barbara Rubel,Present
2011-09-07 18:00:00,Licenses and Permits Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-09-07 18:00:00,Licenses and Permits Committee,Committee Meeting,Robert C. Trane,Absent
2011-09-07 18:00:00,Licenses and Permits Committee,Committee Meeting,Maryann M. Heuston,Present
2011-09-07 18:00:00,Licenses and Permits Committee,Committee Meeting,John Long,Present
2011-09-07 18:00:00,Licenses and Permits Committee,Committee Meeting,Eddie Nuzzo,Present
2011-09-07 18:00:00,Licenses and Permits Committee,Committee Meeting,Jackie Duffy,Present
2011-09-07 18:00:00,Licenses and Permits Committee,Committee Meeting,Barbara Rubel,Present
2011-09-07 18:00:00,Licenses and Permits Committee,Committee Meeting,Dana Andrus,Present
2011-09-07 18:30:00,Finance Committee,Committee Meeting,Maryann M. Heuston,Present
2011-09-07 18:30:00,Finance Committee,Committee Meeting,William A. White Jr.,Present
2011-09-07 18:30:00,Finance Committee,Committee Meeting,John M Connolly,Present
2011-09-07 18:30:00,Finance Committee,Committee Meeting,Rebekah Gewirtz,Present
2011-09-07 18:30:00,Finance Committee,Committee Meeting,Thomas F. Taylor,Absent
2011-09-07 18:30:00,Finance Committee,Committee Meeting,Bruce M. Desmond,Present
2011-09-07 18:30:00,Finance Committee,Committee Meeting,Omar Boukili,Present
2011-09-07 18:30:00,Finance Committee,Committee Meeting,Annne Thomas,Present
2011-09-07 18:30:00,Finance Committee,Committee Meeting,Arn Franzen,Present
2011-09-07 18:30:00,Finance Committee,Committee Meeting,Robert Collins,Present
2011-09-07 18:30:00,Finance Committee,Committee Meeting,James Halloran,Present
2011-09-07 18:30:00,Finance Committee,Committee Meeting,Chuck Allen,Present
2011-09-07 18:30:00,Finance Committee,Committee Meeting,Doug Willardson,Present
2011-09-07 18:30:00,Finance Committee,Committee Meeting,Theresa Medeiros,Present
2011-09-07 18:30:00,Finance Committee,Committee Meeting,Ed Bean,Present
2011-09-07 18:30:00,Finance Committee,Committee Meeting,Stan Koty,Present
2011-09-08 18:00:00,Confirmation of Appointments Committee,Committee Meeting,Bruce M. Desmond,Present
2011-09-08 18:00:00,Confirmation of Appointments Committee,Committee Meeting,Robert C. Trane,Present
2011-09-08 18:00:00,Confirmation of Appointments Committee,Committee Meeting,William M. Roche,Present
2011-09-08 18:00:00,Confirmation of Appointments Committee,Committee Meeting,Thomas F. Taylor,Absent
2011-09-08 18:00:00,Confirmation of Appointments Committee,Committee Meeting,Walter F. Pero,Present
2011-09-08 18:00:00,Confirmation of Appointments Committee,Committee Meeting,Omar Boukili,Present
2011-09-08 18:00:00,Confirmation of Appointments Committee,Committee Meeting,Kevin Kelleher,Present
2011-09-08 18:00:00,Confirmation of Appointments Committee,Committee Meeting,Sarah Kloos,Present
2011-09-08 18:00:00,Confirmation of Appointments Committee,Committee Meeting,Candace Cooper,Present
2011-09-08 18:00:00,Confirmation of Appointments Committee,Committee Meeting,Matt Buckley,Present
2011-09-08 18:00:00,Confirmation of Appointments Committee,Committee Meeting,Robert Collins,Present
2011-09-08 19:00:00,Board of Aldermen,Regular Meeting,John M Connolly,Present
2011-09-08 19:00:00,Board of Aldermen,Regular Meeting,Bruce M. Desmond,Present
2011-09-08 19:00:00,Board of Aldermen,Regular Meeting,Dennis M. Sullivan,Present
2011-09-08 19:00:00,Board of Aldermen,Regular Meeting,William A. White Jr.,Present
2011-09-08 19:00:00,Board of Aldermen,Regular Meeting,William M. Roche,Present
2011-09-08 19:00:00,Board of Aldermen,Regular Meeting,Maryann M. Heuston,Present
2011-09-08 19:00:00,Board of Aldermen,Regular Meeting,Thomas F. Taylor,Absent
2011-09-08 19:00:00,Board of Aldermen,Regular Meeting,Walter F. Pero,Present
2011-09-08 19:00:00,Board of Aldermen,Regular Meeting,Sean T. O'Donovan,Present
2011-09-08 19:00:00,Board of Aldermen,Regular Meeting,Rebekah Gewirtz,Present
2011-09-08 19:00:00,Board of Aldermen,Regular Meeting,Robert C. Trane,Present
2011-09-12 18:00:00,Senior Services Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-09-12 18:00:00,Senior Services Committee,Committee Meeting,William A. White Jr.,Present
2011-09-12 18:00:00,Senior Services Committee,Committee Meeting,William M. Roche,Present
2011-09-12 18:00:00,Senior Services Committee,Committee Meeting,John M Connolly,Present
2011-09-12 18:00:00,Senior Services Committee,Committee Meeting,Robert C. Trane,Present
2011-09-12 18:00:00,Senior Services Committee,Committee Meeting,Cindy Hickey,Present
2011-09-12 18:00:00,Senior Services Committee,Committee Meeting,Connie Lorenti,Present
2011-09-12 18:00:00,Senior Services Committee,Committee Meeting,Flo Papagano,Present
2011-09-15 18:00:00,Public Health and Public Safety Committee,Committee Meeting,William A. White Jr.,Present
2011-09-15 18:00:00,Public Health and Public Safety Committee,Committee Meeting,John M Connolly,Present
2011-09-15 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Walter F. Pero,Absent
2011-09-15 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Bruce M. Desmond,Present
2011-09-15 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Dave Shapiro,Present
2011-09-15 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Paulette Renault-Caragianes,Present
2011-09-15 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Eddie Nuzzo,Present
2011-09-19 18:00:00,Senior Services Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-09-19 18:00:00,Senior Services Committee,Committee Meeting,William A. White Jr.,Present
2011-09-19 18:00:00,Senior Services Committee,Committee Meeting,William M. Roche,Present
2011-09-19 18:00:00,Senior Services Committee,Committee Meeting,John M Connolly,Present
2011-09-19 18:00:00,Senior Services Committee,Committee Meeting,Cindy Hickey,Present
2011-09-20 18:00:00,Youth Services Committee,Committee Meeting,John M Connolly,Present
2011-09-20 18:00:00,Youth Services Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-09-20 18:00:00,Youth Services Committee,Committee Meeting,Bruce M. Desmond,Present
2011-09-20 18:00:00,Youth Services Committee,Committee Meeting,William M. Roche,Present
2011-09-20 18:00:00,Youth Services Committee,Committee Meeting,Omar Boukili,Present
2011-09-20 18:00:00,Youth Services Committee,Committee Meeting,Nancy Bacci,Present
2011-09-20 18:00:00,Youth Services Committee,Committee Meeting,Corey Mashburn,Present
2011-09-20 18:00:00,Youth Services Committee,Committee Meeting,Marlon Ramdehal,Present
2011-09-20 19:00:00,Legislative Matters Committee,Committee of the Whole,Thomas F. Taylor,Absent
2011-09-20 19:00:00,Legislative Matters Committee,Committee of the Whole,William A. White Jr.,Present
2011-09-20 19:00:00,Legislative Matters Committee,Committee of the Whole,Bruce M. Desmond,Present
2011-09-20 19:00:00,Legislative Matters Committee,Committee of the Whole,John M Connolly,Present
2011-09-20 19:00:00,Legislative Matters Committee,Committee of the Whole,Rebekah Gewirtz,Present
2011-09-20 19:00:00,Legislative Matters Committee,Committee of the Whole,William M. Roche,Present
2011-09-20 19:00:00,Legislative Matters Committee,Committee of the Whole,Maryann M. Heuston,Present
2011-09-20 19:00:00,Legislative Matters Committee,Committee of the Whole,Walter F. Pero,Absent
2011-09-20 19:00:00,Legislative Matters Committee,Committee of the Whole,Robert C. Trane,Absent
2011-09-20 19:00:00,Legislative Matters Committee,Committee of the Whole,Dennis M. Sullivan,Present
2011-09-20 19:00:00,Legislative Matters Committee,Committee of the Whole,Sean T. O'Donovan,Absent
2011-09-20 19:00:00,Legislative Matters Committee,Committee of the Whole,Robert May,Present
2011-09-20 19:00:00,Legislative Matters Committee,Committee of the Whole,Jason Grossfield,Present
2011-09-20 19:00:00,Legislative Matters Committee,Committee of the Whole,Corey Mashburn,Present
2011-09-20 19:00:00,Legislative Matters Committee,Committee of the Whole,Stephen Mackey,Present
2011-09-20 19:00:00,Legislative Matters Committee,Committee of the Whole,Ton Bent,Present
2011-09-20 19:00:00,Legislative Matters Committee,Committee of the Whole,Dave Shapiro,Present
2011-09-20 19:00:00,Legislative Matters Committee,Committee of the Whole,Mark Stern,Present
2011-09-21 18:00:00,Licenses and Permits Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-09-21 18:00:00,Licenses and Permits Committee,Committee Meeting,Robert C. Trane,Absent
2011-09-21 18:00:00,Licenses and Permits Committee,Committee Meeting,Maryann M. Heuston,Present
2011-09-21 18:00:00,Licenses and Permits Committee,Committee Meeting,Eddie Nuzzo,Present
2011-09-21 18:00:00,Licenses and Permits Committee,Committee Meeting,Tom Flaherty,Present
2011-09-21 18:00:00,Licenses and Permits Committee,Committee Meeting,Iriyank Patel,Present
2011-09-21 18:00:00,Licenses and Permits Committee,Committee Meeting,"Anne Vigorito, Esq.",Present
2011-09-21 18:00:00,Licenses and Permits Committee,Committee Meeting,"Joseph DePalo, Sr.",Present
2011-09-21 18:00:00,Licenses and Permits Committee,Committee Meeting,"Joseph DePalo, Jr.",Present
2011-09-21 18:00:00,Licenses and Permits Committee,Committee Meeting,George Michael,Present
2011-09-22 18:30:00,Confirmation of Appointments Committee,Committee Meeting,Bruce M. Desmond,Present
2011-09-22 18:30:00,Confirmation of Appointments Committee,Committee Meeting,Robert C. Trane,Absent
2011-09-22 18:30:00,Confirmation of Appointments Committee,Committee Meeting,William M. Roche,Present
2011-09-22 18:30:00,Confirmation of Appointments Committee,Committee Meeting,Thomas F. Taylor,Absent
2011-09-22 18:30:00,Confirmation of Appointments Committee,Committee Meeting,Walter F. Pero,Present
2011-09-22 18:30:00,Confirmation of Appointments Committee,Committee Meeting,Omar Boukili,Present
2011-09-22 18:30:00,Confirmation of Appointments Committee,Committee Meeting,Kevin Kelleher,Present
2011-09-22 18:30:00,Confirmation of Appointments Committee,Committee Meeting,Sarah Kloos,Present
2011-09-22 19:00:00,Board of Aldermen,Regular Meeting,John M Connolly,Present
2011-09-22 19:00:00,Board of Aldermen,Regular Meeting,Bruce M. Desmond,Present
2011-09-22 19:00:00,Board of Aldermen,Regular Meeting,Dennis M. Sullivan,Present
2011-09-22 19:00:00,Board of Aldermen,Regular Meeting,William A. White Jr.,Present
2011-09-22 19:00:00,Board of Aldermen,Regular Meeting,William M. Roche,Present
2011-09-22 19:00:00,Board of Aldermen,Regular Meeting,Maryann M. Heuston,Present
2011-09-22 19:00:00,Board of Aldermen,Regular Meeting,Thomas F. Taylor,Absent
2011-09-22 19:00:00,Board of Aldermen,Regular Meeting,Walter F. Pero,Present
2011-09-22 19:00:00,Board of Aldermen,Regular Meeting,Sean T. O'Donovan,Present
2011-09-22 19:00:00,Board of Aldermen,Regular Meeting,Rebekah Gewirtz,Present
2011-09-22 19:00:00,Board of Aldermen,Regular Meeting,Robert C. Trane,Present
2011-10-05 19:00:00,Finance Committee,Committee Meeting,Maryann M. Heuston,Present
2011-10-05 19:00:00,Finance Committee,Committee Meeting,William A. White Jr.,Present
2011-10-05 19:00:00,Finance Committee,Committee Meeting,John M Connolly,Present
2011-10-05 19:00:00,Finance Committee,Committee Meeting,Rebekah Gewirtz,Present
2011-10-05 19:00:00,Finance Committee,Committee Meeting,Thomas F. Taylor,Absent
2011-10-05 19:00:00,Finance Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-10-05 19:00:00,Finance Committee,Committee Meeting,William M. Roche,Present
2011-10-05 19:00:00,Finance Committee,Committee Meeting,Joseph Curtatone,Present
2011-10-05 19:00:00,Finance Committee,Committee Meeting,Omar Boukili,Present
2011-10-05 19:00:00,Finance Committee,Committee Meeting,Mary Jo Rossetti,Present
2011-10-05 19:00:00,Finance Committee,Committee Meeting,M. Teresa Cardoso,Present
2011-10-05 19:00:00,Finance Committee,Committee Meeting,Mark Niedergang,Present
2011-10-05 19:00:00,Finance Committee,Committee Meeting,Paul Bockleman,Present
2011-10-05 19:00:00,Finance Committee,Committee Meeting,Adam Sweeting,Present
2011-10-05 19:00:00,Finance Committee,Committee Meeting,Sarah Kloos,Present
2011-10-05 19:00:00,Finance Committee,Committee Meeting,Stan Koty,Present
2011-10-05 19:00:00,Finance Committee,Committee Meeting,David Lutes,Present
2011-10-05 19:00:00,Finance Committee,Committee Meeting,Ed Bean,Present
2011-10-05 19:00:00,Finance Committee,Committee Meeting,Thomas Pasquarello,Present
2011-10-05 19:00:00,Finance Committee,Committee Meeting,David Morrow,Present
2011-10-05 19:00:00,Finance Committee,Committee Meeting,Bill Carney,Present
2011-10-05 19:00:00,Finance Committee,Committee Meeting,Tony Pierantozzi,Present
2011-10-06 18:00:00,Public Health and Public Safety Committee,Committee Meeting,William A. White Jr.,Present
2011-10-06 18:00:00,Public Health and Public Safety Committee,Committee Meeting,John M Connolly,Absent
2011-10-06 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Walter F. Pero,Absent
2011-10-06 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Bruce M. Desmond,Present
2011-10-06 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Omar Boukili,Present
2011-10-06 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Kevin Kelleher,Present
2011-10-06 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Thomas Pasquarello,Present
2011-10-06 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Eddie Nuzzo,Present
2011-10-06 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Dave Shapiro,Present
2011-10-06 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Jason Grossfield,Present
2011-10-06 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Steve MacEachern,Present
2011-10-06 19:00:00,Legislative Matters Committee,Committee Meeting,Thomas F. Taylor,Absent
2011-10-06 19:00:00,Legislative Matters Committee,Committee Meeting,William A. White Jr.,Present
2011-10-06 19:00:00,Legislative Matters Committee,Committee Meeting,Bruce M. Desmond,Present
2011-10-06 19:00:00,Legislative Matters Committee,Committee Meeting,John M Connolly,Present
2011-10-06 19:00:00,Legislative Matters Committee,Committee Meeting,Rebekah Gewirtz,Absent
2011-10-06 19:00:00,Legislative Matters Committee,Committee Meeting,Omar Boukili,Present
2011-10-06 19:00:00,Legislative Matters Committee,Committee Meeting,Thomas Pasquarello,Present
2011-10-06 19:00:00,Legislative Matters Committee,Committee Meeting,Dave Shapiro,Present
2011-10-06 19:00:00,Legislative Matters Committee,Committee Meeting,Ellen Schneider,Present
2011-10-06 19:00:00,Legislative Matters Committee,Committee Meeting,Eddie Nuzzo,Present
2011-10-06 19:00:00,Legislative Matters Committee,Committee Meeting,Corey Mashburn,Present
2011-10-11 19:00:00,Legislative Matters Committee,Committee Meeting,Thomas F. Taylor,Absent
2011-10-11 19:00:00,Legislative Matters Committee,Committee Meeting,William A. White Jr.,Present
2011-10-11 19:00:00,Legislative Matters Committee,Committee Meeting,Bruce M. Desmond,Present
2011-10-11 19:00:00,Legislative Matters Committee,Committee Meeting,John M Connolly,Present
2011-10-11 19:00:00,Legislative Matters Committee,Committee Meeting,Rebekah Gewirtz,Present
2011-10-11 19:00:00,Legislative Matters Committee,Committee Meeting,Frank Wright,Present
2011-10-11 19:00:00,Legislative Matters Committee,Committee Meeting,Matt Buckley,Present
2011-10-11 19:00:00,Legislative Matters Committee,Committee Meeting,Jason Grossfield,Present
2011-10-11 19:00:00,Legislative Matters Committee,Committee Meeting,Andrew Upton,Present
2011-10-11 19:00:00,Legislative Matters Committee,Committee Meeting,Corey Mashburn,Present
2011-10-11 19:00:00,Legislative Matters Committee,Committee Meeting,Steve Mackey,Present
2011-10-11 19:00:00,Legislative Matters Committee,Committee Meeting,Tom Bent,Present
2011-10-11 19:00:00,Legislative Matters Committee,Committee Meeting,Brandon Wilson,Present
2011-10-13 19:00:00,Board of Aldermen,Regular Meeting,John M Connolly,Present
2011-10-13 19:00:00,Board of Aldermen,Regular Meeting,Bruce M. Desmond,Present
2011-10-13 19:00:00,Board of Aldermen,Regular Meeting,Dennis M. Sullivan,Present
2011-10-13 19:00:00,Board of Aldermen,Regular Meeting,William A. White Jr.,Present
2011-10-13 19:00:00,Board of Aldermen,Regular Meeting,William M. Roche,Present
2011-10-13 19:00:00,Board of Aldermen,Regular Meeting,Maryann M. Heuston,Present
2011-10-13 19:00:00,Board of Aldermen,Regular Meeting,Thomas F. Taylor,Absent
2011-10-13 19:00:00,Board of Aldermen,Regular Meeting,Walter F. Pero,Present
2011-10-13 19:00:00,Board of Aldermen,Regular Meeting,Sean T. O'Donovan,Present
2011-10-13 19:00:00,Board of Aldermen,Regular Meeting,Rebekah Gewirtz,Present
2011-10-13 19:00:00,Board of Aldermen,Regular Meeting,Robert C. Trane,Present
2011-10-24 19:00:00,Public Health and Public Safety Committee,Committee Meeting,William A. White Jr.,Present
2011-10-24 19:00:00,Public Health and Public Safety Committee,Committee Meeting,John M Connolly,Present
2011-10-24 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Walter F. Pero,Present
2011-10-24 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-10-24 19:00:00,Public Health and Public Safety Committee,Committee Meeting,William M. Roche,Present
2011-10-24 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Michael Cabral,Present
2011-10-24 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Paul Upton,Present
2011-10-24 19:00:00,Public Health and Public Safety Committee,Committee Meeting,David Fallon,Present
2011-10-24 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Nicholas Stiles,Present
2011-10-24 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Frank Wright,Present
2011-10-24 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Eddie Nuzzo,Present
2011-10-24 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Tim Toomey,Present
2011-10-24 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Paul Mackey,Present
2011-10-25 19:30:00,Finance Committee,Committee Meeting,Maryann M. Heuston,Present
2011-10-25 19:30:00,Finance Committee,Committee Meeting,William A. White Jr.,Absent
2011-10-25 19:30:00,Finance Committee,Committee Meeting,John M Connolly,Present
2011-10-25 19:30:00,Finance Committee,Committee Meeting,Rebekah Gewirtz,Present
2011-10-25 19:30:00,Finance Committee,Committee Meeting,Thomas F. Taylor,Absent
2011-10-25 19:30:00,Finance Committee,Committee Meeting,Omar Boukili,Present
2011-10-25 19:30:00,Finance Committee,Committee Meeting,Kevin Kelleher,Present
2011-10-25 19:30:00,Finance Committee,Committee Meeting,Paul Upton,Present
2011-10-25 19:30:00,Finance Committee,Committee Meeting,Stan Koty,Present
2011-10-25 19:30:00,Finance Committee,Committee Meeting,Steve MacEachern,Present
2011-10-25 19:30:00,Finance Committee,Committee Meeting,Doug Willardson,Present
2011-10-26 18:00:00,Licenses and Permits Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-10-26 18:00:00,Licenses and Permits Committee,Committee Meeting,Robert C. Trane,Absent
2011-10-26 18:00:00,Licenses and Permits Committee,Committee Meeting,Maryann M. Heuston,Present
2011-10-26 18:00:00,Licenses and Permits Committee,Committee Meeting,Omar Boukili,Present
2011-10-26 18:00:00,Licenses and Permits Committee,Committee Meeting,Eddie Nuzzo,Present
2011-10-26 18:00:00,Licenses and Permits Committee,Committee Meeting,Frank Wright,Present
2011-10-26 18:00:00,Licenses and Permits Committee,Committee Meeting,Leo Martini,Present
2011-10-26 18:00:00,Licenses and Permits Committee,Committee Meeting,William Zamparelli,Present
2011-10-26 18:00:00,Licenses and Permits Committee,Committee Meeting,Robert Masci,Present
2011-10-27 19:00:00,Board of Aldermen,Regular Meeting,John M Connolly,Present
2011-10-27 19:00:00,Board of Aldermen,Regular Meeting,Bruce M. Desmond,Present
2011-10-27 19:00:00,Board of Aldermen,Regular Meeting,Dennis M. Sullivan,Present
2011-10-27 19:00:00,Board of Aldermen,Regular Meeting,William A. White Jr.,Present
2011-10-27 19:00:00,Board of Aldermen,Regular Meeting,William M. Roche,Absent
2011-10-27 19:00:00,Board of Aldermen,Regular Meeting,Maryann M. Heuston,Present
2011-10-27 19:00:00,Board of Aldermen,Regular Meeting,Thomas F. Taylor,Absent
2011-10-27 19:00:00,Board of Aldermen,Regular Meeting,Walter F. Pero,Present
2011-10-27 19:00:00,Board of Aldermen,Regular Meeting,Sean T. O'Donovan,Present
2011-10-27 19:00:00,Board of Aldermen,Regular Meeting,Rebekah Gewirtz,Present
2011-10-27 19:00:00,Board of Aldermen,Regular Meeting,Robert C. Trane,Present
2011-11-03 18:00:00,Public Health and Public Safety Committee,Committee Meeting,William A. White Jr.,Present
2011-11-03 18:00:00,Public Health and Public Safety Committee,Committee Meeting,John M Connolly,Absent
2011-11-03 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Walter F. Pero,Present
2011-11-03 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Sean T. O'Donovan,Present
2011-11-03 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-11-03 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Omar Boukili,Present
2011-11-03 18:00:00,Public Health and Public Safety Committee,Committee Meeting,George Proakis,Present
2011-11-03 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Dave Shapiro,Present
2011-11-03 18:00:00,Public Health and Public Safety Committee,Committee Meeting,James Halloran,Present
2011-11-03 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Stan Koty,Present
2011-11-03 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Jackyln Rossetti,Present
2011-11-03 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Thomas Champion,Present
2011-11-09 18:00:00,Confirmation of Appointments Committee,Committee Meeting,Bruce M. Desmond,Present
2011-11-09 18:00:00,Confirmation of Appointments Committee,Committee Meeting,Robert C. Trane,Present
2011-11-09 18:00:00,Confirmation of Appointments Committee,Committee Meeting,William M. Roche,Absent
2011-11-09 18:00:00,Confirmation of Appointments Committee,Committee Meeting,Thomas F. Taylor,Absent
2011-11-09 18:00:00,Confirmation of Appointments Committee,Committee Meeting,Walter F. Pero,Present
2011-11-09 18:00:00,Confirmation of Appointments Committee,Committee Meeting,Kevin Kelleher,Present
2011-11-09 18:00:00,Confirmation of Appointments Committee,Committee Meeting,Sarah Kloos,Present
2011-11-09 18:00:00,Confirmation of Appointments Committee,Committee Meeting,Robert Collins,Present
2011-11-10 19:00:00,Board of Aldermen,Regular Meeting,John M Connolly,Present
2011-11-10 19:00:00,Board of Aldermen,Regular Meeting,Bruce M. Desmond,Present
2011-11-10 19:00:00,Board of Aldermen,Regular Meeting,Dennis M. Sullivan,Present
2011-11-10 19:00:00,Board of Aldermen,Regular Meeting,William A. White Jr.,Present
2011-11-10 19:00:00,Board of Aldermen,Regular Meeting,William M. Roche,Present
2011-11-10 19:00:00,Board of Aldermen,Regular Meeting,Maryann M. Heuston,Present
2011-11-10 19:00:00,Board of Aldermen,Regular Meeting,Thomas F. Taylor,Absent
2011-11-10 19:00:00,Board of Aldermen,Regular Meeting,Walter F. Pero,Present
2011-11-10 19:00:00,Board of Aldermen,Regular Meeting,Sean T. O'Donovan,Present
2011-11-10 19:00:00,Board of Aldermen,Regular Meeting,Rebekah Gewirtz,Present
2011-11-10 19:00:00,Board of Aldermen,Regular Meeting,Robert C. Trane,Present
2011-11-16 18:00:00,Youth Services Committee,Committee Meeting,John M Connolly,Present
2011-11-16 18:00:00,Youth Services Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-11-16 18:00:00,Youth Services Committee,Committee Meeting,Bruce M. Desmond,Present
2011-11-16 18:00:00,Youth Services Committee,Committee Meeting,Mark Niedergang,Present
2011-11-16 18:00:00,Youth Services Committee,Committee Meeting,James Halloran,Present
2011-11-16 18:00:00,Youth Services Committee,Committee Meeting,Nancy Bacci,Present
2011-11-16 18:00:00,Youth Services Committee,Committee Meeting,Corey Mashburn,Present
2011-11-16 18:00:00,Youth Services Committee,Committee Meeting,Emily Parrott,Present
2011-11-16 18:30:00,Licenses and Permits Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-11-16 18:30:00,Licenses and Permits Committee,Committee Meeting,Robert C. Trane,Present
2011-11-16 18:30:00,Licenses and Permits Committee,Committee Meeting,Maryann M. Heuston,Present
2011-11-16 18:30:00,Licenses and Permits Committee,Committee Meeting,Bruce M. Desmond,Present
2011-11-16 18:30:00,Licenses and Permits Committee,Committee Meeting,Eddie Nuzzo,Present
2011-11-16 18:30:00,Licenses and Permits Committee,Committee Meeting,John Long,Present
2011-11-17 19:00:00,Legislative Matters Committee,Committee Meeting,Thomas F. Taylor,Absent
2011-11-17 19:00:00,Legislative Matters Committee,Committee Meeting,William A. White Jr.,Present
2011-11-17 19:00:00,Legislative Matters Committee,Committee Meeting,Bruce M. Desmond,Present
2011-11-17 19:00:00,Legislative Matters Committee,Committee Meeting,John M Connolly,Present
2011-11-17 19:00:00,Legislative Matters Committee,Committee Meeting,Rebekah Gewirtz,Present
2011-11-17 19:00:00,Legislative Matters Committee,Committee Meeting,Maryann M. Heuston,Present
2011-11-17 19:00:00,Legislative Matters Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-11-17 19:00:00,Legislative Matters Committee,Committee Meeting,Omar Boukili,Present
2011-11-17 19:00:00,Legislative Matters Committee,Committee Meeting,Frank Wright,Present
2011-11-17 19:00:00,Legislative Matters Committee,Committee Meeting,Matt Buckley,Present
2011-11-17 19:00:00,Legislative Matters Committee,Committee Meeting,Thomas Bent,Present
2011-11-22 18:30:00,Confirmation of Appointments Committee,Committee Meeting,Bruce M. Desmond,Present
2011-11-22 18:30:00,Confirmation of Appointments Committee,Committee Meeting,Robert C. Trane,Present
2011-11-22 18:30:00,Confirmation of Appointments Committee,Committee Meeting,William M. Roche,Present
2011-11-22 18:30:00,Confirmation of Appointments Committee,Committee Meeting,Thomas F. Taylor,Absent
2011-11-22 18:30:00,Confirmation of Appointments Committee,Committee Meeting,Walter F. Pero,Absent
2011-11-22 18:45:00,Board of Aldermen,Caucus,John M Connolly,Present
2011-11-22 18:45:00,Board of Aldermen,Caucus,Bruce M. Desmond,Present
2011-11-22 18:45:00,Board of Aldermen,Caucus,Dennis M. Sullivan,Present
