date,board,type,name,status
2011-06-06 20:00:00,Parks and Open Space Special Committee,Committee Meeting,Walter F. Pero,Absent
2011-06-06 20:00:00,Parks and Open Space Special Committee,Committee Meeting,Thomas F. Taylor,Present
2011-06-06 20:00:00,Parks and Open Space Special Committee,Committee Meeting,John M Connolly,Present
2011-06-06 20:00:00,Parks and Open Space Special Committee,Committee Meeting,Omar Boukili,Present
2011-06-06 20:00:00,Parks and Open Space Special Committee,Committee Meeting,Steve MacEachern,Present
2011-06-06 20:00:00,Parks and Open Space Special Committee,Committee Meeting,George Proakis,Present
2011-06-06 20:00:00,Parks and Open Space Special Committee,Committee Meeting,Robert King,Present
2011-06-07 18:00:00,Public Health and Public Safety Committee,Committee Meeting,William A. White Jr.,Present
2011-06-07 18:00:00,Public Health and Public Safety Committee,Committee Meeting,John M Connolly,Present
2011-06-07 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Walter F. Pero,Absent
2011-06-07 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Maryann M. Heuston,Present
2011-06-07 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Thomas F. Taylor,Present
2011-06-07 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Omar Boukili,Present
2011-06-07 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Stan Koty,Present
2011-06-07 18:00:00,Public Health and Public Safety Committee,Committee Meeting,David Fallon,Present
2011-06-07 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Eddie Nuzzo,Present
2011-06-07 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Paulette Renault-Caragianes,Present
2011-06-07 19:00:00,Legislative Matters Committee,Committee Meeting,Thomas F. Taylor,Present
2011-06-07 19:00:00,Legislative Matters Committee,Committee Meeting,William A. White Jr.,Present
2011-06-07 19:00:00,Legislative Matters Committee,Committee Meeting,Bruce M. Desmond,Absent
2011-06-07 19:00:00,Legislative Matters Committee,Committee Meeting,John M Connolly,Present
2011-06-07 19:00:00,Legislative Matters Committee,Committee Meeting,Rebekah Gewirtz,Absent
2011-06-07 19:00:00,Legislative Matters Committee,Committee Meeting,Maryann M. Heuston,Present
2011-06-07 19:00:00,Legislative Matters Committee,Committee Meeting,Omar Boukili,Present
2011-06-07 19:00:00,Legislative Matters Committee,Committee Meeting,Brandon Wilson,Present
2011-06-07 19:00:00,Legislative Matters Committee,Committee Meeting,Robert May,Present
2011-06-07 19:00:00,Legislative Matters Committee,Committee Meeting,Dick Bauer,Present
2011-06-09 19:00:00,Board of Aldermen,Regular Meeting,John M Connolly,Present
2011-06-09 19:00:00,Board of Aldermen,Regular Meeting,Bruce M. Desmond,Present
2011-06-09 19:00:00,Board of Aldermen,Regular Meeting,Dennis M. Sullivan,Present
2011-06-09 19:00:00,Board of Aldermen,Regular Meeting,William A. White Jr.,Present
2011-06-09 19:00:00,Board of Aldermen,Regular Meeting,William M. Roche,Present
2011-06-09 19:00:00,Board of Aldermen,Regular Meeting,Maryann M. Heuston,Present
2011-06-09 19:00:00,Board of Aldermen,Regular Meeting,Thomas F. Taylor,Present
2011-06-09 19:00:00,Board of Aldermen,Regular Meeting,Walter F. Pero,Present
2011-06-09 19:00:00,Board of Aldermen,Regular Meeting,Sean T. O'Donovan,Present
2011-06-09 19:00:00,Board of Aldermen,Regular Meeting,Rebekah Gewirtz,Present
2011-06-09 19:00:00,Board of Aldermen,Regular Meeting,Robert C. Trane,Present
2011-06-13 18:00:00,Board of Aldermen,Special Meeting,John M Connolly,Present
2011-06-13 18:00:00,Board of Aldermen,Special Meeting,Bruce M. Desmond,Present
2011-06-13 18:00:00,Board of Aldermen,Special Meeting,Dennis M. Sullivan,Present
2011-06-13 18:00:00,Board of Aldermen,Special Meeting,William A. White Jr.,Absent
2011-06-13 18:00:00,Board of Aldermen,Special Meeting,William M. Roche,Present
2011-06-13 18:00:00,Board of Aldermen,Special Meeting,Maryann M. Heuston,Present
2011-06-13 18:00:00,Board of Aldermen,Special Meeting,Thomas F. Taylor,Present
2011-06-13 18:00:00,Board of Aldermen,Special Meeting,Walter F. Pero,Present
2011-06-13 18:00:00,Board of Aldermen,Special Meeting,Sean T. O'Donovan,Absent
2011-06-13 18:00:00,Board of Aldermen,Special Meeting,Rebekah Gewirtz,Present
2011-06-13 18:00:00,Board of Aldermen,Special Meeting,Robert C. Trane,Absent
2011-06-13 18:30:00,Finance Committee,Committee of the Whole,Maryann M. Heuston,Present
2011-06-13 18:30:00,Finance Committee,Committee of the Whole,William A. White Jr.,Present
2011-06-13 18:30:00,Finance Committee,Committee of the Whole,John M Connolly,Present
2011-06-13 18:30:00,Finance Committee,Committee of the Whole,Rebekah Gewirtz,Present
2011-06-13 18:30:00,Finance Committee,Committee of the Whole,Thomas F. Taylor,Present
2011-06-13 18:30:00,Finance Committee,Committee of the Whole,Bruce M. Desmond,Present
2011-06-13 18:30:00,Finance Committee,Committee of the Whole,Walter F. Pero,Present
2011-06-13 18:30:00,Finance Committee,Committee of the Whole,Dennis M. Sullivan,Present
2011-06-13 18:30:00,Finance Committee,Committee of the Whole,William M. Roche,Present
2011-06-13 18:30:00,Finance Committee,Committee of the Whole,Sean T. O'Donovan,Absent
2011-06-13 18:30:00,Finance Committee,Committee of the Whole,Robert C. Trane,Absent
2011-06-13 18:30:00,Finance Committee,Committee of the Whole,Joseph Curtatone,Present
2011-06-13 18:30:00,Finance Committee,Committee of the Whole,Omar Boukili,Present
2011-06-13 18:30:00,Finance Committee,Committee of the Whole,Tara Acker,Present
2011-06-13 18:30:00,Finance Committee,Committee of the Whole,Steve Craig,Present
2011-06-13 18:30:00,Finance Committee,Committee of the Whole,Michael Meehan,Present
2011-06-13 18:30:00,Finance Committee,Committee of the Whole,Stephanie Hirsch,Present
2011-06-13 18:30:00,Finance Committee,Committee of the Whole,Elizabeth Craveiro,Present
2011-06-13 18:30:00,Finance Committee,Committee of the Whole,Ed Bean,Present
2011-06-13 18:30:00,Finance Committee,Committee of the Whole,Angela Allen,Present
2011-06-13 18:30:00,Finance Committee,Committee of the Whole,Marc Levye,Present
2011-06-13 18:30:00,Finance Committee,Committee of the Whole,Kate Ashton,Present
2011-06-13 18:30:00,Finance Committee,Committee of the Whole,John Long,Present
2011-06-13 18:30:00,Finance Committee,Committee of the Whole,Gregory Jenkins,Present
2011-06-13 18:30:00,Finance Committee,Committee of the Whole,Frank Wright,Present
2011-06-13 18:30:00,Finance Committee,Committee of the Whole,Frank Senesi,Present
2011-06-13 18:30:00,Finance Committee,Committee of the Whole,David Lutes,Present
2011-06-13 18:30:00,Finance Committee,Committee of the Whole,Nicholas Salerno,Present
2011-06-14 18:00:00,Finance Committee,Committee of the Whole,Maryann M. Heuston,Present
2011-06-14 18:00:00,Finance Committee,Committee of the Whole,William A. White Jr.,Absent
2011-06-14 18:00:00,Finance Committee,Committee of the Whole,John M Connolly,Present
2011-06-14 18:00:00,Finance Committee,Committee of the Whole,Rebekah Gewirtz,Present
2011-06-14 18:00:00,Finance Committee,Committee of the Whole,Thomas F. Taylor,Present
2011-06-14 18:00:00,Finance Committee,Committee of the Whole,William M. Roche,Present
2011-06-14 18:00:00,Finance Committee,Committee of the Whole,Walter F. Pero,Present
2011-06-14 18:00:00,Finance Committee,Committee of the Whole,Sean T. O'Donovan,Present
2011-06-14 18:00:00,Finance Committee,Committee of the Whole,Dennis M. Sullivan,Present
2011-06-14 18:00:00,Finance Committee,Committee of the Whole,Robert C. Trane,Absent
2011-06-14 18:00:00,Finance Committee,Committee of the Whole,Bruce M. Desmond,Present
2011-06-14 18:00:00,Finance Committee,Committee of the Whole,Ed Bean,Present
2011-06-14 18:00:00,Finance Committee,Committee of the Whole,Paulette Renault-Caragianes,Present
2011-06-14 18:00:00,Finance Committee,Committee of the Whole,Matt Buckley,Present
2011-06-14 18:00:00,Finance Committee,Committee of the Whole,Stan Koty,Present
2011-06-14 18:00:00,Finance Committee,Committee of the Whole,Ginger Barrett,Present
2011-06-14 18:00:00,Finance Committee,Committee of the Whole,Phillip Ercolini,Present
2011-06-14 18:00:00,Finance Committee,Committee of the Whole,Daniel Federico,Present
2011-06-14 18:00:00,Finance Committee,Committee of the Whole,Michael Lambert,Present
2011-06-14 18:00:00,Finance Committee,Committee of the Whole,George Proakis,Present
2011-06-14 18:00:00,Finance Committee,Committee of the Whole,Dana Lewinter,Present
2011-06-14 18:00:00,Finance Committee,Committee of the Whole,Robert May,Present
2011-06-14 18:00:00,Finance Committee,Committee of the Whole,Eddie Nuzzo,Present
2011-06-14 18:00:00,Finance Committee,Committee of the Whole,Matthew Dias,Present
2011-06-14 18:00:00,Finance Committee,Committee of the Whole,Nancy Milnor,Present
2011-06-14 18:00:00,Finance Committee,Committee of the Whole,James Halloran,Present
2011-06-14 18:00:00,Finance Committee,Committee of the Whole,Karthik Viswanathan,Present
2011-06-15 18:00:00,Finance Committee,Committee of the Whole,Maryann M. Heuston,Present
2011-06-15 18:00:00,Finance Committee,Committee of the Whole,William A. White Jr.,Present
2011-06-15 18:00:00,Finance Committee,Committee of the Whole,John M Connolly,Present
2011-06-15 18:00:00,Finance Committee,Committee of the Whole,Rebekah Gewirtz,Present
2011-06-15 18:00:00,Finance Committee,Committee of the Whole,Thomas F. Taylor,Present
2011-06-15 18:00:00,Finance Committee,Committee of the Whole,William M. Roche,Present
2011-06-15 18:00:00,Finance Committee,Committee of the Whole,Walter F. Pero,Absent
2011-06-15 18:00:00,Finance Committee,Committee of the Whole,Sean T. O'Donovan,Present
2011-06-15 18:00:00,Finance Committee,Committee of the Whole,Robert C. Trane,Present
2011-06-15 18:00:00,Finance Committee,Committee of the Whole,Bruce M. Desmond,Present
2011-06-15 18:00:00,Finance Committee,Committee of the Whole,Dennis M. Sullivan,Present
2011-06-15 18:00:00,Finance Committee,Committee of the Whole,Maureen Bastardi,Present
2011-06-15 18:00:00,Finance Committee,Committee of the Whole,M. Teresa Cardoso,Present
2011-06-15 18:00:00,Finance Committee,Committee of the Whole,Adam Sweeting,Present
2011-06-15 18:00:00,Finance Committee,Committee of the Whole,Christine Rafal,Present
2011-06-15 18:00:00,Finance Committee,Committee of the Whole,Mark Niedergang,Present
2011-06-15 18:00:00,Finance Committee,Committee of the Whole,Paul Bokelman,Present
2011-06-15 18:00:00,Finance Committee,Committee of the Whole,Mary Jo Rossetti,Present
2011-06-15 18:00:00,Finance Committee,Committee of the Whole,Tony Pierantozzi,Present
2011-06-15 18:00:00,Finance Committee,Committee of the Whole,Kevin Kelleher,Present
2011-06-15 18:00:00,Finance Committee,Committee of the Whole,Thomas Pasquarello,Present
2011-06-15 18:00:00,Finance Committee,Committee of the Whole,Ed Bean,Present
2011-06-15 18:00:00,Finance Committee,Committee of the Whole,James Halloran,Present
2011-06-15 18:00:00,Finance Committee,Committee of the Whole,Carleen Campbell,Present
2011-06-22 17:30:00,Confirmation of Appointments Committee,Committee Meeting,Bruce M. Desmond,Present
2011-06-22 17:30:00,Confirmation of Appointments Committee,Committee Meeting,Robert C. Trane,Absent
2011-06-22 17:30:00,Confirmation of Appointments Committee,Committee Meeting,William M. Roche,Present
2011-06-22 17:30:00,Confirmation of Appointments Committee,Committee Meeting,Thomas F. Taylor,Present
2011-06-22 17:30:00,Confirmation of Appointments Committee,Committee Meeting,Walter F. Pero,Present
2011-06-22 17:30:00,Confirmation of Appointments Committee,Committee Meeting,Kevin Kelleher,Present
2011-06-22 17:30:00,Confirmation of Appointments Committee,Committee Meeting,Patrick Sullivan III,Present
2011-06-22 17:30:00,Confirmation of Appointments Committee,Committee Meeting,Matt Buckley,Present
2011-06-22 17:30:00,Confirmation of Appointments Committee,Committee Meeting,Candace Cooper,Present
2011-06-22 18:00:00,Legislative Matters Committee,Committee of the Whole,Thomas F. Taylor,Present
2011-06-22 18:00:00,Legislative Matters Committee,Committee of the Whole,William A. White Jr.,Present
2011-06-22 18:00:00,Legislative Matters Committee,Committee of the Whole,Bruce M. Desmond,Present
2011-06-22 18:00:00,Legislative Matters Committee,Committee of the Whole,John M Connolly,Present
2011-06-22 18:00:00,Legislative Matters Committee,Committee of the Whole,Rebekah Gewirtz,Absent
2011-06-22 18:00:00,Legislative Matters Committee,Committee of the Whole,William M. Roche,Present
2011-06-22 18:00:00,Legislative Matters Committee,Committee of the Whole,Maryann M. Heuston,Present
2011-06-22 18:00:00,Legislative Matters Committee,Committee of the Whole,Walter F. Pero,Present
2011-06-22 18:00:00,Legislative Matters Committee,Committee of the Whole,Sean T. O'Donovan,Absent
2011-06-22 18:00:00,Legislative Matters Committee,Committee of the Whole,Robert C. Trane,Present
2011-06-22 18:00:00,Legislative Matters Committee,Committee of the Whole,Dennis M. Sullivan,Present
2011-06-22 18:00:00,Legislative Matters Committee,Committee of the Whole,Ed Bean,Present
2011-06-22 18:00:00,Legislative Matters Committee,Committee of the Whole,Eddie Nuzzo,Present
2011-06-22 18:00:00,Legislative Matters Committee,Committee of the Whole,Matthew Dias,Present
2011-06-22 18:00:00,Legislative Matters Committee,Committee of the Whole,Jason Grossfield,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Maryann M. Heuston,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,William A. White Jr.,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,John M Connolly,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Rebekah Gewirtz,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Thomas F. Taylor,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,William M. Roche,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Walter F. Pero,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Sean T. O'Donovan,Absent
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Robert C. Trane,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Dennis M. Sullivan,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Bruce M. Desmond,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Joseph Curtatone,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Ed Bean,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Doug Willardson,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Matt Buckley,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Candace Cooper,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Kevin Kelleher,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Patrick Sullivan III,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Karthik Viswanathan,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Nicolas Salerno,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Frank Senesi,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Elizabeth Craveiro,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Angela Allen,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Marc Levye,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Kate Ashton,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Frank Wright,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Phillip Ercolini,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Michael Lambert,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Dana LeWinter,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Michael Cabral,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Paul Upton,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,John Long,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Michael Meehan,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Robert May,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Eddie Nuzzo,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Matthew Dias,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Paulette Renault-Caragianes,Present
2011-06-22 18:00:00,Finance Committee,Committee of the Whole,Nancy Milnor,Present
2011-06-23 19:00:00,Board of Aldermen,Regular Meeting,John M Connolly,Present
2011-06-23 19:00:00,Board of Aldermen,Regular Meeting,Bruce M. Desmond,Present
2011-06-23 19:00:00,Board of Aldermen,Regular Meeting,Dennis M. Sullivan,Present
2011-06-23 19:00:00,Board of Aldermen,Regular Meeting,William A. White Jr.,Present
2011-06-23 19:00:00,Board of Aldermen,Regular Meeting,William M. Roche,Present
2011-06-23 19:00:00,Board of Aldermen,Regular Meeting,Maryann M. Heuston,Present
2011-06-23 19:00:00,Board of Aldermen,Regular Meeting,Thomas F. Taylor,Present
2011-06-23 19:00:00,Board of Aldermen,Regular Meeting,Walter F. Pero,Absent
2011-06-23 19:00:00,Board of Aldermen,Regular Meeting,Sean T. O'Donovan,Absent
2011-06-23 19:00:00,Board of Aldermen,Regular Meeting,Rebekah Gewirtz,Present
2011-06-23 19:00:00,Board of Aldermen,Regular Meeting,Robert C. Trane,Present
2011-07-13 18:00:00,Licenses and Permits Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-07-13 18:00:00,Licenses and Permits Committee,Committee Meeting,Robert C. Trane,Present
2011-07-13 18:00:00,Licenses and Permits Committee,Committee Meeting,Maryann M. Heuston,Present
2011-07-13 18:00:00,Licenses and Permits Committee,Committee Meeting,William A. White Jr.,Present
2011-07-13 18:00:00,Licenses and Permits Committee,Committee Meeting,Omar Boukili,Present
2011-07-13 18:00:00,Licenses and Permits Committee,Committee Meeting,Eddie Nuzzo,Present
2011-07-13 18:00:00,Licenses and Permits Committee,Committee Meeting,Leo Martini,Present
2011-07-13 18:00:00,Licenses and Permits Committee,Committee Meeting,Stephen Mackey,Present
2011-07-13 18:30:00,Finance Committee,Committee Meeting,Maryann M. Heuston,Present
2011-07-13 18:30:00,Finance Committee,Committee Meeting,William A. White Jr.,Present
2011-07-13 18:30:00,Finance Committee,Committee Meeting,John M Connolly,Absent
2011-07-13 18:30:00,Finance Committee,Committee Meeting,Rebekah Gewirtz,Present
2011-07-13 18:30:00,Finance Committee,Committee Meeting,Thomas F. Taylor,Absent
2011-07-13 18:30:00,Finance Committee,Committee Meeting,Omar Boukili,Present
2011-07-13 18:30:00,Finance Committee,Committee Meeting,Corey Mashburn,Present
2011-07-13 18:30:00,Finance Committee,Committee Meeting,Leo Martini,Present
2011-07-13 18:30:00,Finance Committee,Committee Meeting,Stephen Mackey,Present
2011-07-14 18:30:00,Traffic and Parking Committee,Committee Meeting,William M. Roche,Present
2011-07-14 18:30:00,Traffic and Parking Committee,Committee Meeting,Robert C. Trane,Present
2011-07-14 18:30:00,Traffic and Parking Committee,Committee Meeting,Walter F. Pero,Absent
2011-07-14 19:00:00,Board of Aldermen,Regular Meeting,John M Connolly,Present
2011-07-14 19:00:00,Board of Aldermen,Regular Meeting,Bruce M. Desmond,Present
2011-07-14 19:00:00,Board of Aldermen,Regular Meeting,Dennis M. Sullivan,Present
2011-07-14 19:00:00,Board of Aldermen,Regular Meeting,William A. White Jr.,Present
2011-07-14 19:00:00,Board of Aldermen,Regular Meeting,William M. Roche,Present
2011-07-14 19:00:00,Board of Aldermen,Regular Meeting,Maryann M. Heuston,Present
2011-07-14 19:00:00,Board of Aldermen,Regular Meeting,Thomas F. Taylor,Absent
2011-07-14 19:00:00,Board of Aldermen,Regular Meeting,Walter F. Pero,Absent
2011-07-14 19:00:00,Board of Aldermen,Regular Meeting,Sean T. O'Donovan,Present
2011-07-14 19:00:00,Board of Aldermen,Regular Meeting,Rebekah Gewirtz,Present
2011-07-14 19:00:00,Board of Aldermen,Regular Meeting,Robert C. Trane,Present
2011-07-21 18:30:00,Finance Committee,Committee Meeting,Maryann M. Heuston,Present
2011-07-21 18:30:00,Finance Committee,Committee Meeting,William A. White Jr.,Present
2011-07-21 18:30:00,Finance Committee,Committee Meeting,John M Connolly,Absent
2011-07-21 18:30:00,Finance Committee,Committee Meeting,Rebekah Gewirtz,Present
2011-07-21 18:30:00,Finance Committee,Committee Meeting,Thomas F. Taylor,Absent
2011-07-21 18:30:00,Finance Committee,Committee Meeting,Bruce M. Desmond,Present
2011-07-21 18:30:00,Finance Committee,Committee Meeting,Matt Buckley,Present
2011-07-21 18:30:00,Finance Committee,Committee Meeting,Pat Haraden,Present
2011-07-27 18:00:00,Finance Committee,Committee Meeting,Maryann M. Heuston,Present
2011-07-27 18:00:00,Finance Committee,Committee Meeting,William A. White Jr.,Present
2011-07-27 18:00:00,Finance Committee,Committee Meeting,John M Connolly,Present
2011-07-27 18:00:00,Finance Committee,Committee Meeting,Rebekah Gewirtz,Present
2011-07-27 18:00:00,Finance Committee,Committee Meeting,Thomas F. Taylor,Absent
2011-07-27 18:00:00,Finance Committee,Committee Meeting,William M. Roche,Present
2011-07-27 18:00:00,Finance Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-07-27 18:00:00,Finance Committee,Committee Meeting,Walter F. Pero,Present
2011-07-27 18:00:00,Finance Committee,Committee Meeting,Robert C. Trane,Present
2011-07-27 18:00:00,Finance Committee,Committee Meeting,Bruce M. Desmond,Present
2011-07-27 18:00:00,Finance Committee,Committee Meeting,Sean T. O'Donovan,Present
2011-07-27 18:00:00,Finance Committee,Committee Meeting,Joseph Curtatone,Present
2011-07-27 18:00:00,Finance Committee,Committee Meeting,Omar Boukili,Present
2011-07-27 18:00:00,Finance Committee,Committee Meeting,Matt Buckley,Present
2011-07-27 18:00:00,Finance Committee,Committee Meeting,Sarah Kloos,Present
2011-07-27 18:00:00,Finance Committee,Committee Meeting,Pat Haraden,Present
2011-07-28 19:00:00,Public Health and Public Safety Committee,Committee Meeting,William A. White Jr.,Present
2011-07-28 19:00:00,Public Health and Public Safety Committee,Committee Meeting,John M Connolly,Present
2011-07-28 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Walter F. Pero,Present
2011-07-28 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Bruce M. Desmond,Present
2011-07-28 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Maryann M. Heuston,Present
2011-07-28 19:00:00,Public Health and Public Safety Committee,Committee Meeting,William M. Roche,Present
2011-07-28 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-07-28 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Omar Boukili,Present
2011-07-28 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Paulette Renault-Caragianes,Present
2011-07-28 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Ellen Schneider,Present
2011-07-28 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Eddie Nuzzo,Present
2011-07-28 19:00:00,Public Health and Public Safety Committee,Committee Meeting,Robert Corrigan,Present
2011-08-04 18:00:00,Finance Committee,Committee Meeting,Maryann M. Heuston,Present
2011-08-04 18:00:00,Finance Committee,Committee Meeting,William A. White Jr.,Present
2011-08-04 18:00:00,Finance Committee,Committee Meeting,John M Connolly,Present
2011-08-04 18:00:00,Finance Committee,Committee Meeting,Rebekah Gewirtz,Absent
2011-08-04 18:00:00,Finance Committee,Committee Meeting,Thomas F. Taylor,Absent
2011-08-04 18:00:00,Finance Committee,Committee Meeting,William M. Roche,Present
2011-08-04 18:00:00,Finance Committee,Committee Meeting,Sean T. O'Donovan,Present
2011-08-04 18:00:00,Finance Committee,Committee Meeting,Joseph Curtatone,Present
2011-08-04 18:00:00,Finance Committee,Committee Meeting,Janice Delory,Present
2011-08-04 18:00:00,Finance Committee,Committee Meeting,Omar Boukili,Present
2011-08-04 18:00:00,Finance Committee,Committee Meeting,Frank Wright,Present
2011-08-04 18:00:00,Finance Committee,Committee Meeting,Dave Shapiro,Present
2011-08-04 18:00:00,Finance Committee,Committee Meeting,Robert Collins,Present
2011-08-04 18:00:00,Finance Committee,Committee Meeting,Sarah Kloos,Present
2011-08-04 18:00:00,Finance Committee,Committee Meeting,Michael Meehan,Present
2011-08-04 18:00:00,Finance Committee,Committee Meeting,Pat Haraden,Present
2011-08-09 19:00:00,Finance Committee,Committee Meeting,Maryann M. Heuston,Present
2011-08-09 19:00:00,Finance Committee,Committee Meeting,William A. White Jr.,Present
2011-08-09 19:00:00,Finance Committee,Committee Meeting,John M Connolly,Present
2011-08-09 19:00:00,Finance Committee,Committee Meeting,Rebekah Gewirtz,Absent
2011-08-09 19:00:00,Finance Committee,Committee Meeting,Thomas F. Taylor,Absent
2011-08-09 19:00:00,Finance Committee,Committee Meeting,William M. Roche,Present
2011-08-09 19:00:00,Finance Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-08-09 19:00:00,Finance Committee,Committee Meeting,Bruce M. Desmond,Present
2011-08-09 19:00:00,Finance Committee,Committee Meeting,Robert C. Trane,Present
2011-08-09 19:00:00,Finance Committee,Committee Meeting,Sean T. O'Donovan,Present
2011-08-09 19:00:00,Finance Committee,Committee Meeting,Frank Wright,Present
2011-08-09 19:00:00,Finance Committee,Committee Meeting,Matt Buckley,Present
2011-08-09 19:00:00,Finance Committee,Committee Meeting,Sarah Kloos,Present
2011-08-09 19:00:00,Finance Committee,Committee Meeting,Tricia Kelly,Present
2011-08-09 19:00:00,Finance Committee,Committee Meeting,Pat Haraden,Present
2011-08-11 19:00:00,Board of Aldermen,Special Meeting,John M Connolly,Present
2011-08-11 19:00:00,Board of Aldermen,Special Meeting,Bruce M. Desmond,Present
2011-08-11 19:00:00,Board of Aldermen,Special Meeting,Dennis M. Sullivan,Present
2011-08-11 19:00:00,Board of Aldermen,Special Meeting,William A. White Jr.,Present
2011-08-11 19:00:00,Board of Aldermen,Special Meeting,William M. Roche,Present
2011-08-11 19:00:00,Board of Aldermen,Special Meeting,Maryann M. Heuston,Present
2011-08-11 19:00:00,Board of Aldermen,Special Meeting,Thomas F. Taylor,Absent
2011-08-11 19:00:00,Board of Aldermen,Special Meeting,Walter F. Pero,Present
2011-08-11 19:00:00,Board of Aldermen,Special Meeting,Sean T. O'Donovan,Absent
2011-08-11 19:00:00,Board of Aldermen,Special Meeting,Rebekah Gewirtz,Absent
2011-08-11 19:00:00,Board of Aldermen,Special Meeting,Robert C. Trane,Present
2011-08-23 18:00:00,Finance Committee,Committee Meeting,Maryann M. Heuston,Present
2011-08-23 18:00:00,Finance Committee,Committee Meeting,William A. White Jr.,Present
2011-08-23 18:00:00,Finance Committee,Committee Meeting,John M Connolly,Present
2011-08-23 18:00:00,Finance Committee,Committee Meeting,Rebekah Gewirtz,Present
2011-08-23 18:00:00,Finance Committee,Committee Meeting,Thomas F. Taylor,Absent
2011-08-23 18:00:00,Finance Committee,Committee Meeting,Robert C. Trane,Present
2011-08-23 18:00:00,Finance Committee,Committee Meeting,Omar Boukili,Present
2011-08-23 18:00:00,Finance Committee,Committee Meeting,Doug Willardson,Present
2011-08-23 18:00:00,Finance Committee,Committee Meeting,David Lutes,Present
2011-08-23 18:00:00,Finance Committee,Committee Meeting,Kevin Kelleher,Present
2011-08-23 18:00:00,Finance Committee,Committee Meeting,Robert May,Present
2011-08-23 18:00:00,Finance Committee,Committee Meeting,Stan Koty,Present
2011-08-24 18:00:00,Housing and Community Development Committee,Committee Meeting,Sean T. O'Donovan,Present
2011-08-24 18:00:00,Housing and Community Development Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-08-24 18:00:00,Housing and Community Development Committee,Committee Meeting,Rebekah Gewirtz,Absent
2011-08-24 18:00:00,Housing and Community Development Committee,Committee Meeting,Omar Boukili,Present
2011-08-24 18:00:00,Housing and Community Development Committee,Committee Meeting,Dana LeWinter,Present
2011-08-24 18:00:00,Housing and Community Development Committee,Committee Meeting,Meridith Levy,Present
2011-08-25 19:00:00,Board of Aldermen,Regular Meeting,John M Connolly,Present
